date,xu100,adel,aefes,afyon,akbnk,akcansa,akenerji,aksigorta,aksa,alarko,aselsan,aygaz,banvit,bim,besiktas,ccola,cimsa,dogtas,erbosan,eregli,usd_o,usd_h,usd_l,usd_c,euro_o,euro_h,euro_l,euro_c,s_foreign
7/17/2020,1187.86,16.58,20.78,4.06,5.82,13.63,2,7.94,7.55,5.65,16.28,11.7,24.82,70.85,2.65,46.54,10.95,2.42,23.78,8.7,6.9702,7.3694,6.8891,7.293,8.2115,8.718,8.1209,8.5686,51.02
7/24/2020,1192.02,17.88,20.7,4.56,5.78,13.2,1.89,8.11,7.42,5.62,17.54,13.02,25.2,73.85,2.6,47.76,11.26,2.23,24.12,8.37,7.2406,7.3871,7.201,7.3712,8.5686,8.9513,8.4452,8.7307,54.97
7/31/2020,1126.9,16.9,19.36,4.25,5.24,12.78,1.79,7.54,7.4,5.43,17.63,12.63,25.22,71.45,2.92,44.62,11.62,2.37,23.76,7.64,7.3674,7.4009,7.2071,7.333,8.7307,8.8241,8.4917,8.6756,52.4
8/7/2020,1060.59,15.51,18.65,3.84,4.76,11.38,1.64,7.18,7.18,4.96,16.79,12.48,25,62.6,2.68,40.02,9.88,2.43,21,8.18,7.3126,7.4174,7.281,7.3337,8.6351,8.7845,8.5968,8.7674,53.84
8/14/2020,1083.83,16.31,20.16,4.02,4.93,12.13,1.71,6.77,7.36,4.92,17.27,11.89,24.58,67.2,2.79,45.2,11.83,2.3,20.4,8.56,7.3267,7.4622,7.3225,7.4359,8.7125,8.8466,8.7125,8.8178,52.81
8/21/2020,1109.88,16.31,19.8,3.94,5.07,12.2,1.92,6.96,6.95,4.83,17.35,12.14,23.78,68,2.95,44.46,11.99,2.1,22.7,8.94,7.4461,7.4979,7.4025,7.4763,8.8254,8.8844,8.7862,8.8574,51.34
8/28/2020,1100.55,18.25,19.54,3.94,5.01,11.94,1.93,7.15,6.72,4.92,16.75,11.65,23.46,69.8,2.96,43.28,11.73,2.24,21.5,8.88,7.4753,7.5862,7.4659,7.5604,8.8492,8.9936,8.7987,8.9566,51.8
9/4/2020,1086.32,18,20.1,4.01,4.92,11.67,1.85,7.25,6.58,5.06,16.88,11.07,24.2,67.75,3.35,43.98,11.24,2.24,21.94,8.78,7.5632,7.7183,7.5112,7.6648,8.9566,9.0196,8.7714,8.9167,50.62
9/11/2020,1102.7,18.45,20.6,4.09,4.92,12.36,1.95,7.24,6.82,5.13,16.63,11.65,25.1,69.3,3.59,45.5,11.57,2.25,22.82,9.15,7.6715,7.8592,7.6346,7.7582,8.9177,9.2169,8.8966,9.0956,49.72
9/18/2020,1111.96,19.55,21,4.16,4.87,12.8,2.05,7.31,6.85,5.63,16.57,11.28,25.32,70.15,3.64,45.34,12.26,2.21,23.7,9.22,7.7641,7.9566,7.7225,7.8583,9.093,9.3709,9.0655,9.2991,49.38
9/25/2020,1124.17,19.85,20.8,4.16,5.1,13.03,2.06,7.39,7.03,5.9,17.22,11.22,25.5,69.2,3.65,44.92,12.41,2.09,24.4,9.14,7.8733,7.9589,7.8501,7.9332,9.2855,9.3481,9.2438,9.3039,48.39
10/2/2020,1145.03,24.88,20.9,4.16,5.15,13.49,2.04,7.64,7.27,5.88,18.4,11.29,25.02,69.35,3.49,46.36,13.65,2.09,28.32,9.63,7.9358,7.9796,7.7808,7.9652,9.3047,9.4601,9.2025,9.4475,47.82
10/9/2020,1165.7,22.68,22.1,4.44,5.15,14,2.27,7.87,8.04,6.05,18.11,12.01,25.76,70,3.44,47.76,13.45,2.22,27.76,9.7,7.9677,8.3875,7.9647,8.3466,9.453,9.8003,9.4366,9.7181,47.91
10/16/2020,1192.73,23.42,23.06,4.6,5.2,14.07,2.61,8.37,8.05,6.02,18.05,12.55,25.22,69.7,3.4,54.65,13.8,2.29,28.14,9.71,8.3655,8.5832,8.3494,8.5235,9.7209,10.2026,9.712,10.1256,49.3
10/23/2020,1190.63,22.26,22.94,4.56,5.06,13.76,2.35,7.92,8.47,6.24,18.06,12.42,25.7,70.2,3.29,51.45,13.68,2.43,27.8,10.08,8.358,8.4804,7.604,7.6626,9.944,10.0524,8.9885,9.0525,49.74
10/30/2020,1112.37,18.65,19.43,4.19,4.77,12.52,2.17,7.02,8.07,6.19,16.75,10.56,26.04,66.8,2.92,44.9,12.44,2.13,26.04,9.53,7.6968,7.7989,7.516,7.6394,8.9469,9.26,8.8896,9.0652,49.14
11/6/2020,1191.96,18.78,21.36,4.31,5.02,13.35,2.35,7.29,9.01,6.23,17.46,11.38,24.98,70,3.03,51.65,13.59,2.29,27.46,10.59,7.6553,8.0416,7.6424,7.8477,9.0618,9.5491,9.0609,9.3691,49.23
11/13/2020,1291.29,20.92,22.6,4.42,6.31,13.3,2.25,7.61,9.91,6.64,18.35,12.18,24.66,68.9,3.14,59.15,14.88,2.27,27.12,11.1,7.8434,7.9182,7.744,7.8044,9.3856,9.6073,9.2798,9.4596,49.79
11/20/2020,1323.95,20.22,22.18,4.52,6.5,13.61,2.24,7.93,10.76,6.64,18.35,12.4,24.86,69.6,3.05,61,15.35,2.25,27.5,11.36,7.805,8.0297,7.7918,7.8605,9.4598,9.7352,9.434,9.5245,51.08
11/27/2020,1328.73,21.9,22.48,4.52,6.38,15.18,2.23,7.69,10.63,6.39,18.09,12.82,29,69.85,3.2,60.3,15.8,2.28,34.64,11.81,7.86,7.9376,7.6104,7.6254,9.5433,9.6473,9.3146,9.377,50.13
12/4/2020,1330.87,23.28,22.14,4.46,6.18,14.85,2.34,8.14,10.74,6.89,17.71,12.89,37.34,70.7,3.72,61.75,15.72,2.27,35.56,11.62,7.6664,7.7363,7.552,7.5677,9.3778,9.4253,9.2099,9.2392,49.36
12/11/2020,1370.7,25.12,21.72,4.43,6.31,15.77,2.22,8.23,11.71,6.74,17.54,13.76,41.18,70.15,4.13,64,16.6,2.22,36.7,14.34,7.5897,7.5897,7.3082,7.4354,9.2573,9.2659,8.9476,9.1001,49.38
12/18/2020,1408.32,26.72,23.54,4.54,6.49,16.85,2.24,8.85,11.98,6.91,17.84,14.21,45.08,72.5,4.12,62.55,18.49,2.22,37.16,13.93,7.4357,7.4426,7.2406,7.3581,9.1128,9.1458,8.8879,8.9881,49.09
12/25/2020,1426.03,28.6,23.56,4.73,6.51,16.85,2.21,9.32,13.43,7.8,18,14.3,51,73.2,4.7,61.8,18.08,2.28,42.1,14.2,7.3526,7.5234,7.3486,7.4623,8.9852,9.1426,8.9185,9.0216,49.02
1/1/2021,1476.72,34.94,23.18,5.11,6.93,16.54,2.21,9.3,14.59,8.64,18.25,14.65,52,75.5,4.04,65.8,17.8,2.33,41,14.93,7.468,7.5441,7.3497,7.4179,9.0294,9.1168,8.9267,9.0189,48.72
1/8/2021,1540.61,28.1,26.22,5.46,7.51,18.84,2.35,10.04,13.94,9.08,18.95,14.98,49.7,76.4,4.31,72.35,18.88,2.46,45.84,15.01,7.4217,7.4344,7.2773,7.3179,9.0181,9.0435,8.8342,8.8849,48.55
1/15/2021,1524.49,26.9,26.7,5.18,6.91,18.2,2.28,9.45,14.15,10.48,18.18,14.72,51.35,74.35,4.16,74.5,18.9,2.49,44.78,15.19,7.3154,7.316,7.03,7.0548,8.8848,8.8878,8.4557,8.5027,47.57
1/22/2021,1542.45,28.1,27.02,5.43,6.72,19.7,2.31,9.95,14.58,10.61,18.39,18.56,54,74.05,4.19,82.15,22.5,2.97,48.76,14.85,7.0612,7.1401,7.0088,7.038,8.5035,8.6199,8.4619,8.5266,47.53
1/29/2021,1473.45,26.64,24.84,5.29,6.38,18.53,2.22,9.5,14.6,9.85,17.3,18.15,52.65,71.95,4.1,73.85,22.14,2.7,48,14.35,7.034,7.0589,6.8977,6.9763,8.5324,8.537,8.3553,8.4417,46.41
2/5/2021,1527.17,28.14,25.6,5.28,6.61,19.43,2.23,9.86,14.99,10.35,17.65,17.64,52.45,70.9,4.04,75.3,24,2.83,50,14.6,6.9779,7.4862,6.9574,7.4339,8.4574,9.0957,8.4348,8.9737,46.34
2/12/2021,1538.44,29.2,25.4,5.18,6.64,20.2,2.22,9.49,15.98,11.29,17.65,17.37,53.8,68.95,4.17,79.6,23.7,2.75,64.8,15.11,7.4301,7.5834,7.2214,7.5303,8.9778,9.0776,8.7012,8.9823,45.5
2/19/2021,1560.34,28.9,24.9,5.2,6.44,20.14,2.17,9.8,17.67,11.8,17.73,17.18,54,68.45,3.92,75.5,23.52,2.68,71.05,14.76,7.5434,7.7881,7.4315,7.5609,8.9753,9.2281,8.88,9.0383,45.85
2/26/2021,1471.39,25,23.62,4.79,6.06,18.53,1.95,9.4,15.9,10.71,16.98,15.67,55,66.1,3.98,70.9,21.6,2.4,58.3,14.59,7.5624,7.6411,7.1925,7.2189,9.0367,9.1018,8.5655,8.5925,45.53
3/5/2021,1541.98,26.52,25.7,4.97,6.32,18.8,2.05,9.83,16.66,12.22,17.22,17,56.65,67.9,4.38,69.8,22.1,3,67.25,15.81,8.2529,8.4864,7.6971,8.1134,9.8102,10.0893,9.1529,9.564,45
3/12/2021,1557.39,26.08,25.54,4.87,6.13,19.05,1.99,9.87,17.78,12.08,17.11,17.15,56,71.25,4.59,73,22.1,2.87,66.35,16.8,8.0773,8.4543,7.988,8.1663,9.5905,9.9338,9.4144,9.6173,45.08
