date,xu100,adel,aefes,afyon,akbnk,akcansa,akenerji,aksigorta,aksa,alarko,aselsan,aygaz,banvit,bim,besiktas,ccola,cimsa,dogtas,erbosan,eregli,usd_o,usd_h,usd_l,usd_c,euro_o,euro_h,euro_l,euro_c,s_foreign
6/17/2016,754.3,17.69,17.96,2.01,6.8,13.49,0.96,1.91,4.81,1.65,4.57,10.6,2.25,27.97,3.13,34.38,14.91,1.13,8.3,3.95,2.925,3.004,2.8401,2.9271,3.2991,3.3337,3.2311,3.2529,63.34
6/24/2016,753.66,17.15,17.66,1.95,7.01,13.03,0.94,1.93,4.38,1.64,4.75,10.66,2.2,27.72,3.21,35.7,15.15,1.1,8.22,3.94,2.9254,2.9527,2.8731,2.903,3.2408,3.2588,3.1847,3.2338,63.14
7/1/2016,779.52,16.98,19.32,1.99,7.19,13.5,0.95,1.95,4.44,1.73,4.86,11.34,2.22,28.6,3.52,35.1,15.3,1.11,8.35,4.21,2.9019,2.9555,2.885,2.8917,3.233,3.2674,3.1893,3.1967,63.13
7/8/2016,780.19,16.98,19.03,1.99,7.14,13.6,0.94,1.96,4.41,1.72,4.9,11.48,2.3,28.6,4.03,35.56,15.24,1.13,8.4,4.23,2.8913,3.0501,2.876,3.025,3.1966,3.3697,3.1899,3.3369,63.35
7/15/2016,828.25,17.7,22.3,2.1,7.65,13.84,1,2.01,4.63,1.82,4.97,11.7,2.4,28.72,4.41,40.78,15.65,1.12,8.69,4.74,2.9928,3.0963,2.9266,3.0694,3.29,3.4109,3.2365,3.37,63.79
7/22/2016,717.38,15.85,19.33,1.78,6.38,12.63,0.86,2,4.13,1.58,4.45,10.72,2.03,27,3.98,37.12,14.26,1.08,7.37,4.2,3.0656,3.095,2.9865,2.9879,3.4093,3.4093,3.3183,3.3403,62.96
7/29/2016,754.05,17.36,20.24,1.98,6.61,13.31,0.91,2,4.45,1.67,4.72,11.24,2.23,27.6,4.17,37.02,14.99,1.1,7.8,4.54,2.9912,3.0272,2.9728,2.9987,3.3372,3.3813,3.3219,3.3263,62.8
8/5/2016,760.66,17.04,20,2.16,6.62,13.31,0.9,2.01,4.47,1.69,4.67,11.75,2.2,28.35,4.15,37.42,15.17,1.19,7.83,4.81,3.0073,3.013,2.9446,2.9589,3.3464,3.3464,3.2928,3.304,62.84
8/12/2016,782.28,17.23,20.14,2.22,6.97,13.42,0.94,2.01,4.43,1.75,4.7,11.66,2.44,27.92,4.09,38.64,15.41,1.21,8.61,4.94,2.9589,2.9614,2.9141,2.9292,3.3071,3.3371,3.2858,3.3179,62.59
8/19/2016,781.46,17.05,19.74,2.14,7.03,13.14,0.94,1.99,4.65,1.68,4.67,11.23,3.16,25.7,4.03,38.62,15.11,1.1,9.04,4.9,2.9292,2.9685,2.9244,2.9555,3.3172,3.3525,3.3,3.3094,62.35
8/26/2016,771.2,17.03,18.4,2.12,6.85,13.2,0.95,1.95,4.95,1.68,4.7,11.19,3.35,25.4,4.06,38.58,15.1,1.11,8.93,4.67,2.9531,2.9713,2.9424,2.9501,3.3066,3.3281,3.289,3.2921,62.19
9/2/2016,768.84,17.61,18.78,2.1,6.88,13.33,0.95,1.96,4.8,1.69,4.81,10.9,3.7,25.65,3.92,36.62,15.16,1.08,8.61,4.51,2.9518,2.9779,2.9213,2.9694,3.2916,3.3475,3.2811,3.336,62.56
9/9/2016,770.53,18.1,19,2.08,6.91,13,0.94,1.95,4.74,1.73,4.79,10.64,3.92,25.82,4.02,37.06,15.25,1.12,8.52,4.4,2.9694,2.9934,2.9637,2.9806,3.3349,3.3615,3.3176,3.3264,62.51
9/16/2016,760.2,18.08,18.77,2.07,6.89,12.97,0.95,1.93,4.73,1.74,4.74,10.21,3.66,25,4.29,36.1,14.98,1.1,8.37,4.26,2.9787,2.9881,2.9377,2.9663,3.3256,3.3366,3.2964,3.3326,62.61
9/23/2016,797.56,17.75,19.39,2.16,7.21,13.26,0.97,1.92,4.79,1.85,4.85,10.87,3.57,26.32,4.66,39.5,15.3,1.09,8.43,4.42,3.0033,3.0116,2.9665,3.0003,3.3738,3.3776,3.3178,3.3742,62.64
9/30/2016,764.88,17.52,18.17,2.29,6.9,12.75,0.95,1.98,4.66,1.83,4.7,10.74,4.01,25.02,4.26,36.52,14.89,1.05,8.29,4.13,3.0023,3.0658,2.9991,3.0518,3.3722,3.4422,3.3695,3.4179,62.46
10/7/2016,779.76,17.37,19.23,2.96,6.95,13.01,1.03,2.12,4.75,1.93,4.74,10.91,3.82,25.22,4.37,37.84,15.33,1.06,8.59,4.25,3.0532,3.1132,3.0448,3.0904,3.413,3.4378,3.3854,3.3912,62.56
10/14/2016,775.54,17.03,19.3,2.87,6.91,12.88,0.96,2.13,5.06,1.91,4.72,11.03,3.76,24.96,4.28,37.38,15.06,1.06,8.68,4.32,3.0886,3.114,3.0518,3.0809,3.3882,3.4222,3.3363,3.3544,62.83
10/21/2016,788.44,17.4,18.82,2.91,7.18,12.96,0.96,2.07,5.14,2.02,4.77,11.14,3.65,25.5,4.42,36.42,15.2,1.06,8.75,4.2,3.0842,3.1273,3.0687,3.1066,3.3572,3.4237,3.339,3.4139,63.08
10/28/2016,783.33,17.18,18.95,2.85,7.03,12.77,0.95,2.01,5.01,2,4.73,11.06,3.58,25.2,4.39,35.5,15.37,1.07,8.77,4.18,3.1089,3.174,3.0931,3.1569,3.4153,3.5314,3.3915,3.5182,63.03
11/4/2016,742.67,15.92,18.39,2.51,6.61,12.33,0.89,2,4.8,1.86,4.69,10.61,3.3,23.75,4.16,33.68,15,1.01,8.5,3.89,3.1505,3.3041,3.1451,3.2502,3.5041,3.6914,3.4746,3.5262,62.57
11/11/2016,751.74,15.95,17.48,2.87,6.64,12.5,0.89,2.31,5.05,2.26,5.18,10.85,3.7,24.65,4.18,32.56,15.02,1.01,9.6,4.27,3.2465,3.4086,3.233,3.3779,3.5253,3.6125,3.5008,3.5768,62.35
11/18/2016,756.39,15.98,17.2,2.87,6.76,12.98,0.89,2.26,5.2,2.29,5.43,11.1,3.64,24.5,4.37,32.3,15.3,1.01,9.16,4.3,3.3839,3.4768,3.3516,3.4467,3.5692,3.6718,3.5636,3.6517,62.4
11/25/2016,743.63,15.21,17.16,2.75,6.58,12.8,0.85,2.14,5.25,2.18,5.54,10.77,4.41,24.01,4.19,33.16,15.21,0.97,8.75,4.45,3.449,3.5923,3.407,3.5178,3.6581,3.8294,3.6172,3.7526,62.48
12/2/2016,733.91,14.72,18.3,2.71,6.37,12.33,0.79,2.17,5.05,2.08,5.54,10.62,4.71,23.79,3.89,33.1,14.4,0.99,8.69,4.68,3.518,3.5621,3.3407,3.4871,3.7415,3.8084,3.6095,3.6811,62.57
12/9/2016,757.27,15.18,18.33,2.76,6.5,12.76,0.82,2.15,5.25,2.12,5.54,11.15,6.52,24,4.05,33.62,14.68,1.01,8.89,5.06,3.4892,3.5495,3.4531,3.5066,3.681,3.7504,3.6472,3.6615,63.09
12/16/2016,775.9,15.45,17.94,2.93,6.73,13.2,0.84,2.3,5.16,2.19,5.94,11.54,6.46,25.12,4.1,32.42,15.35,1.14,9.15,5.2,3.5018,3.5427,3.4891,3.5172,3.6567,3.6936,3.6379,3.6757,62.9
12/23/2016,769.72,15.74,17.58,2.91,6.62,13.58,0.83,2.27,5.15,2.18,5.96,11.5,6.53,24.18,3.98,32.82,15.28,1.13,9.24,5.09,3.5174,3.55,3.5043,3.5268,3.6758,3.7535,3.6616,3.7131,63.36
12/30/2016,781.39,15.93,17.63,2.87,6.71,13.7,0.85,2.28,5.25,2.22,6.35,12.03,6.44,24.5,4,33.1,15.79,1.43,9.75,5.14,3.5287,3.6483,3.5287,3.6477,3.7144,3.8438,3.7031,3.8429,63.17
1/6/2017,771.07,15.61,18.95,2.89,6.56,13.7,0.84,2.35,5.49,2.23,6.18,11.64,8.41,24.31,3.99,32.98,16.09,1.6,10.57,4.81,3.6371,3.9422,3.6298,3.7266,3.8313,4.1804,3.8213,3.9646,63.26
1/13/2017,815.24,16.03,20.02,3.23,6.69,13.98,0.84,2.46,5.74,2.38,6.59,11.69,10.45,26.42,4.09,35.86,16.86,1.61,11.75,5.64,3.726,3.8434,3.7237,3.7679,3.9673,4.0943,3.9454,4.0302,64.02
1/20/2017,830.67,16.61,21.24,3.24,6.79,14.32,0.85,2.59,5.86,2.4,6.86,12.37,10.01,27.2,4.68,37.7,17.4,1.45,10.96,5.59,3.7685,3.9104,3.7363,3.869,4.0398,4.1718,4.0125,4.1392,64.19
1/27/2017,838.27,16.16,21.4,3.25,6.79,14.05,0.85,2.76,5.86,2.32,6.66,12.53,9.94,26.4,4.56,37.52,17.32,1.43,10.96,5.69,3.868,3.8794,3.687,3.6979,4.1441,4.1601,3.9704,3.9871,64.67
2/3/2017,883.9,16.63,21.1,3.33,7.56,14.74,0.88,2.8,6.23,2.42,6.82,13.15,10.35,26.57,4.76,39.5,17.92,1.5,11.53,5.92,3.7058,3.7592,3.6615,3.693,4.0001,4.0116,3.8983,3.9291,64.74
2/10/2017,874.73,16.4,20.96,3.28,7.4,14.85,0.87,2.71,6.43,2.34,6.97,13.73,10.39,25.8,4.96,37.2,17.69,1.45,12.26,5.73,3.6936,3.7028,3.6276,3.6303,3.9259,3.938,3.8452,3.8525,64.71
2/17/2017,888.3,16.65,20.5,3.28,7.7,14.85,0.87,2.64,6.57,2.3,6.67,13.58,10.5,26.75,5.27,36.76,18.21,1.44,14.67,5.92,3.6304,3.6383,3.5561,3.6079,3.8533,3.8703,3.7654,3.8114,64.83
2/24/2017,882.58,16.83,20.38,3.28,7.52,14.43,0.85,2.67,5.97,2.34,7.1,13.41,10.78,26.22,5.84,36.9,17.09,1.37,14.52,5.95,3.6044,3.7474,3.5815,3.7026,3.8049,3.9526,3.7913,3.931,64.07
3/3/2017,897.22,16.49,20.12,3.21,7.71,14.47,0.85,2.64,5.97,2.45,7.89,14.36,10.98,26.12,5.63,35.3,17.02,1.3,15.88,6.04,3.7173,3.7868,3.67,3.7249,3.9477,4.014,3.8796,3.9833,64.28
3/10/2017,896.11,15.57,20.18,3.5,7.61,14.27,0.85,2.67,5.96,2.67,8.41,14.3,11.16,27.92,5.67,35.5,16.72,1.44,17.34,5.89,3.7381,3.7623,3.6,3.6368,3.9931,4.0172,3.8775,3.9079,64.14
3/17/2017,904.91,15.78,20.2,3.32,7.64,13.53,0.86,2.74,6.01,2.46,8.68,14.64,11.03,27.8,5.5,36.38,16.41,1.46,15.88,6.21,3.6344,3.6445,3.5885,3.612,3.9033,3.9328,3.8791,3.9018,64.65
3/24/2017,903.83,15.99,20.3,3.35,7.63,13.69,0.89,2.68,6.07,2.71,8.57,14.61,10.62,28.65,5.18,36.26,16.71,1.69,15.65,5.97,3.6076,3.6637,3.5855,3.6344,3.8979,3.9669,3.8706,3.8749,64.69
3/31/2017,889.47,15.96,19.81,3.27,7.32,12.58,0.88,2.76,6.14,2.74,8.49,14.7,10.82,27.95,5.24,35.64,15.45,1.64,14.98,5.9,3.6367,3.7496,3.6244,3.7287,3.8803,3.9919,3.8418,3.9513,64.37
4/7/2017,884.97,16.1,20.06,3.23,7.34,12.55,0.86,2.72,5.5,2.76,8.5,13.3,10.65,28.05,5.16,34.24,15.5,1.63,16.96,5.53,3.734,3.738,3.6415,3.7376,3.9721,3.9721,3.8802,3.9328,65
4/14/2017,900.64,15.68,19.78,3.17,7.8,12.22,0.87,2.69,5.62,2.72,8.48,13.87,9.65,28.2,4.88,34.6,15,1.8,16.38,5.46,3.6285,3.7176,3.625,3.6398,3.864,3.9589,3.8505,3.9057,64.89
4/21/2017,924.24,15.92,20.12,3.27,7.99,12.25,0.88,2.7,5.81,2.8,9.4,14.22,10.65,28.12,5.07,34.7,14.77,2.39,16.3,5.84,3.6155,3.6245,3.5382,3.5515,3.9329,3.9491,3.8665,3.8712,64.91
4/28/2017,946.55,16.02,20.02,3.25,8.16,12.29,0.9,2.64,6.06,2.92,9.76,14.17,10.57,29.02,4.74,36.12,14.99,2.35,16.48,6.51,3.5521,3.5787,3.5195,3.5441,3.8733,3.93,3.8405,3.8991,64.7
5/5/2017,939.28,18.89,20,3.22,7.98,11.86,0.89,2.69,6.64,2.96,10.59,14.52,10.97,28.7,4.7,34.9,14.69,2.36,16.4,6.32,3.5396,3.6289,3.5284,3.5722,3.895,3.9528,3.8762,3.9072,64.74
5/12/2017,949.96,19,20.14,3.18,7.88,11.69,0.88,2.64,6.63,3.02,10.32,15.34,11.1,31.65,4.77,36.34,14.63,2.15,20.31,6.45,3.5716,3.6415,3.5363,3.5751,3.9054,4.0511,3.8895,4.006,64.87
5/19/2017,951.47,18.6,20.2,3.1,7.94,11.31,0.92,2.62,6.43,2.93,10.64,15.65,11.34,31.37,4.75,36.58,14.4,2.16,19.9,6.41,3.5766,3.5963,3.548,3.5795,4.0106,4.0446,3.9807,4.0019,64.86
5/26/2017,975.33,18.9,21.16,3.16,8.2,11.89,0.99,2.71,6.51,2.98,10.64,15.65,11.83,31.7,4.61,37,14.8,2.46,19.65,6.48,3.5793,3.5885,3.5048,3.5089,4.0351,4.0351,3.9499,3.9599,64.89
6/2/2017,988.68,18.4,20.98,3.24,8.29,11.85,1.02,2.92,6.62,2.99,11,16.22,12.31,32.65,4.41,37.98,14.77,2.69,19.55,6.58,3.5087,3.5585,3.4989,3.5356,3.9602,4.0099,3.9396,3.9599,64.73
6/9/2017,989.43,18.86,20.82,3.23,8.24,11.69,1.03,3.26,7.25,2.93,11.03,16.3,12.56,31.82,4.23,37.82,14.62,3.17,19.04,6.44,3.5371,3.541,3.4751,3.5023,4.0058,4.0059,3.9105,3.9231,64.88
6/16/2017,981.93,19.01,21.02,3.17,8.36,11.34,1.07,3.38,7.86,2.9,10.92,16.26,12.6,32.07,4.25,37.22,14.94,3.22,18.6,6.34,3.5012,3.5499,3.4881,3.5087,3.9219,3.9527,3.9091,3.9276,65.2
6/23/2017,996.39,19.07,21.5,3.28,8.53,11.53,1.04,3.23,7.63,2.94,11.01,15.35,12.9,32.55,4.32,41,15.42,3.54,18.44,6.49,3.5089,3.5387,3.4903,3.521,3.9262,4.0497,3.9061,4.0237,65.15
6/30/2017,1004.4,19.03,21.84,3.29,8.41,11.68,1.08,3.26,7.65,2.94,10.93,15.6,13.01,32.62,4.38,40.38,15.14,3.65,17.25,7.05,3.5202,3.6473,3.5156,3.6185,4.0224,4.1664,4.0101,4.1266,65.33
7/7/2017,1000.84,18.75,21.12,3.25,8.46,11.64,1.08,3.18,7.93,2.85,10.76,15.38,13,32.2,4.42,41.2,14.92,3.63,17.16,7.06,3.6164,3.6443,3.529,3.537,4.1244,4.1545,4.0464,4.0592,65.61
7/14/2017,1051.76,19.06,21.72,3.36,8.9,11.9,1.09,3.32,8.08,2.91,10.84,15.96,12.9,33.8,4.41,40.74,15.06,3.53,18.54,7.59,3.5388,3.5517,3.5128,3.5362,4.0537,4.1358,4.0475,4.1256,65.6
7/21/2017,1068.43,20.32,20.92,3.3,8.94,12.05,1.14,3.29,7.98,2.92,11.7,16.18,13.12,34.35,4.59,41,15.07,3.5,18.69,7.93,3.536,3.5787,3.5209,3.5281,4.1268,4.1696,4.1144,4.1468,65.37
7/28/2017,1077,22.08,20.8,3.3,8.93,12.17,1.19,3.17,8,2.94,12.16,16.17,13.22,34.32,4.66,42.8,15.09,3.46,18.53,7.89,3.5302,3.5478,3.5121,3.5281,4.1496,4.2133,4.1299,4.1547,65.28
8/4/2017,1085.45,22.3,20.42,3.29,9.06,12.02,1.12,3.17,7.9,2.91,12.24,16.13,13.26,34.95,4.8,42.54,14.92,3.74,19.78,8.19,3.5277,3.5591,3.525,3.5358,4.1519,4.1913,4.1393,4.1817,65.56
8/11/2017,1069.63,19.18,21.5,3.19,8.72,11.67,1.13,3.1,7.77,3.21,13.19,14.91,13.67,33.95,4.81,41.64,14.65,3.57,18.69,7.77,3.5388,3.5493,3.5125,3.5186,4.178,4.1849,4.1144,4.1398,65.77
8/18/2017,1072.02,18.45,21.44,3.08,8.67,11.14,1.08,3.15,7.3,3.32,13.25,15.05,16.52,37.05,4.73,40.24,14.07,3.02,18.58,7.81,3.5176,3.5238,3.4346,3.4391,4.1305,4.1428,4.0866,4.1001,65.97
8/25/2017,1097.55,18.98,21.66,3.19,8.96,11.08,1.05,3.17,7.33,3.45,13.3,15.87,23.94,37.9,4.75,40.18,14.06,3.03,18.22,8.02,3.4428,3.4729,3.4175,3.4201,4.0986,4.1602,4.0566,4.0583,66.08
9/1/2017,1100.1,19.19,21.2,3.16,8.87,11.15,1.06,3.18,7.17,3.47,13.5,15.66,24.74,38.25,4.73,40.14,14.33,3.07,17.85,8.22,3.4258,3.4502,3.4,3.4118,4.0648,4.1266,4.0581,4.1058,65.74
9/8/2017,1084.52,19.02,21.5,3.15,8.6,11.15,1.06,3.09,6.95,3.42,13.38,16,21.42,37.97,4.72,39.62,14.4,3.17,17.88,8.05,3.4116,3.4778,3.3888,3.4382,4.1087,4.1318,4.0681,4.1077,65.44
9/15/2017,1077.42,18.51,21.5,3.16,8.78,11.49,1.07,3.04,6.83,3.53,13.67,16.37,21.8,37,4.83,38.6,15.4,3.44,18.27,7.85,3.4371,3.5199,3.4324,3.498,4.1057,4.2022,4.0984,4.1806,65.65
9/22/2017,1041.23,17.1,21.4,2.99,8.52,11.23,0.98,3.02,6.38,3.28,13.1,14.63,19.16,38.3,4.65,37.16,14.8,3.52,17.23,7.41,3.4971,3.5959,3.4965,3.5653,4.1653,4.2241,4.1618,4.213,65.57
9/29/2017,1029.08,17.17,20.92,2.86,8.06,11.14,0.93,3.07,6.8,3.38,13.15,15.06,17.98,37.12,4.48,37.24,14.18,3.62,18.37,7.73,3.5636,3.6367,3.5597,3.6141,4.2008,4.2485,4.1825,4.2411,65.25
10/6/2017,1041.37,17.22,20.86,2.87,8.12,11.4,0.93,3.06,7.06,3.45,13.26,15.1,18.15,36.62,4.49,36.6,14.31,3.54,18.96,8.11,3.6435,3.7923,3.6258,3.6344,4.2721,4.4887,4.271,4.2979,65.4
10/13/2017,1062.26,17.55,21.22,3.03,8.32,12.06,0.92,3.03,7.4,3.69,13.78,15.37,24.4,37.97,4.55,37,14.16,3.51,19.2,8.49,3.6383,3.6904,3.6278,3.6713,4.2993,4.3467,4.2751,4.3253,65.41
10/20/2017,1084.89,17.86,21.5,2.99,8.4,11.51,0.93,3.11,7.45,3.83,14.88,15.81,23.94,38.55,4.49,37.08,13.96,3.4,19.76,8.48,3.6974,3.8433,3.6842,3.7906,4.3522,4.4969,4.333,4.4012,65.21
10/27/2017,1078.84,17.56,21.74,2.99,8.23,11.22,0.91,3.12,7.43,3.79,16.08,15.7,23.9,38.42,4.4,37.5,14.09,3.46,19.73,8.51,3.783,3.8902,3.7661,3.8876,4.3941,4.5186,4.3717,4.5146,65.58
11/3/2017,1112.93,16.78,23.76,2.89,8.56,11.35,0.9,3.21,7.87,3.77,17.69,16.2,25.92,39.77,4.39,37.8,14.17,3.69,19.77,9.17,3.8881,3.901,3.8224,3.862,4.5167,4.5243,4.4342,4.5065,64.98
11/10/2017,1089.49,16.26,23.22,2.83,8.27,11.01,0.87,3.22,7.66,3.9,19.88,15.55,24.38,39.37,4.26,37,13.85,3.4,21.39,9.66,3.8615,3.9106,3.8497,3.8745,4.5115,4.6128,4.4853,4.572,65.44
11/17/2017,1062.39,15.2,22.9,2.7,8.2,11.03,0.83,3.18,6.95,3.72,16.81,14.63,20.7,38.62,4.3,36.9,14.1,3.04,20.42,8.8,3.8555,3.983,3.8472,3.9427,4.5491,4.7215,4.5318,4.6914,65.18
11/24/2017,1045.39,15.7,23.7,2.59,7.61,10.65,0.83,3.2,6.93,3.54,16.12,14.7,20.26,36.85,4.2,37.08,14.04,3.05,19.97,9.34,3.9498,3.9741,3.8887,3.9135,4.7133,4.7214,4.6378,4.6542,65.38
12/1/2017,1035.59,14.64,23.4,2.51,7.57,10.38,0.8,3.18,6.75,3.6,16.5,14.68,20.76,36.82,4.05,35.2,13.77,2.92,19.46,8.4,3.9193,3.9456,3.8272,3.8386,4.6512,4.6828,4.5037,4.5174,65.13
12/8/2017,1079.21,14.8,23.5,2.62,7.84,10.45,0.82,3.18,6.9,3.49,16.76,15,20.98,36.85,4.2,34.32,13.6,3.09,20.95,8.94,3.8364,3.897,3.811,3.8676,4.5143,4.6088,4.4968,4.5476,65.06
12/15/2017,1093.3,15.56,22.72,2.67,8.02,10.5,0.86,3.29,7.29,3.59,16.51,15.46,21.4,37.62,4.1,34.26,13.45,3.08,21.58,9.33,3.8609,3.8695,3.8083,3.8089,4.5374,4.5591,4.5086,4.5192,64.86
12/22/2017,1110.99,15.71,24.5,2.7,8.02,10.85,0.9,3.34,7.13,3.67,16.07,15.09,21.3,38.12,4.13,33.66,13.63,3.06,20.89,9.64,3.8071,3.8278,3.7656,3.7903,4.5146,4.5692,4.5032,4.5496,64.97
12/29/2017,1153.33,16.46,24.2,2.82,8.45,10.88,0.91,3.31,7.34,3.73,15.9,16.07,21.42,39.05,4.09,34.22,13.69,3.08,21.74,10.02,3.7879,3.7976,3.7313,3.7342,4.5448,4.5643,4.4954,4.498,65.62
1/5/2018,1166.38,17.17,25.3,2.78,8.62,10.96,0.95,3.51,7.98,3.61,16.16,16,23,38.32,4.32,36.14,14.08,3.34,23.88,10.11,3.7401,3.8071,3.7326,3.7467,4.4964,4.5764,4.478,4.5656,65.09
1/12/2018,1146.45,16.82,26,2.86,8.41,11.15,0.97,3.73,7.9,3.75,15.94,16.24,22.94,37.7,4.22,35.18,14.36,3.15,23.83,10,3.7593,3.8338,3.7465,3.8095,4.5874,4.6973,4.5725,4.6573,65.69
1/19/2018,1151.47,16.28,26.74,2.8,8.59,11.06,0.93,3.85,7.92,3.64,15.86,16,21.42,37.87,4.11,35.42,14.14,2.94,23.93,9.89,3.8286,3.8509,3.7162,3.7525,4.6984,4.7262,4.6222,4.6609,65.83
1/26/2018,1207.02,16.52,28.42,2.83,9.51,11.42,1.01,3.93,8.19,3.68,16.28,15.69,21.3,38.35,4.1,38.08,14.26,2.96,25.41,10.07,3.7457,3.7993,3.7286,3.7748,4.6605,4.7069,4.6471,4.7055,65.77
2/2/2018,1181.19,16.68,28.06,2.8,9.14,11.19,1.02,4.02,8.56,3.76,16.43,15.8,20.6,37,4,35.24,13.89,2.8,25.76,10.04,3.7699,3.8453,3.7561,3.8223,4.6943,4.7101,4.6464,4.6786,65.21
2/9/2018,1135.9,16.23,26.66,2.7,8.79,10.67,0.96,3.94,8.03,3.59,15.5,15.11,19.75,35.5,3.8,33.08,13.37,2.58,25.49,9.69,3.8257,3.8265,3.7386,3.7482,4.6844,4.7369,4.6477,4.6502,65.05
2/16/2018,1165.11,16.45,25.96,2.79,9.07,10.93,0.96,4.06,8.34,3.6,16.08,14.56,20,36.72,3.83,32.5,13.59,2.68,22.3,10.35,3.7468,3.8121,3.745,3.7908,4.6454,4.7069,4.6454,4.6631,64.9
2/23/2018,1175.22,16.06,26.44,2.8,9.03,10.69,0.93,4.18,8.91,3.55,16.08,15.32,19.16,36.55,3.83,34.6,13.81,2.7,21.21,10.77,3.7923,3.8249,3.7755,3.8091,4.663,4.7117,4.6315,4.6999,64.97
3/2/2018,1168.59,16,26.26,2.69,8.98,10.78,0.92,4.1,8.8,3.38,15.15,15,18.65,36.67,3.75,37.12,13.53,2.89,20.66,10.68,3.8076,3.8291,3.7866,3.8109,4.6951,4.7446,4.6837,4.6915,64.82
3/9/2018,1169.15,16.65,27.7,2.68,8.91,10.78,0.91,4.2,8.88,3.42,15.2,14.93,17.88,38.82,3.81,37.74,13.81,3.07,20.8,10.86,3.8153,3.9262,3.8065,3.9205,4.6981,4.8315,4.69,4.8194,64.88
3/16/2018,1172.16,17.2,26.9,2.67,8.67,11.02,0.92,3.95,9.1,3.42,15.38,14.97,17.43,38.15,3.98,37.7,13.68,2.91,20.71,10.95,3.9199,4.0367,3.8993,3.985,4.8181,4.9756,4.8086,4.9213,64.51
3/23/2018,1166.03,17.23,26.76,2.71,8.51,10.92,0.94,3.7,9.81,3.37,15.42,15.59,17.27,36.42,3.67,36.32,13.88,2.87,20.85,10.82,3.9803,4.0163,3.9347,3.9544,4.9178,4.9714,4.8431,4.8747,64.24
3/30/2018,1149.3,17.05,26.78,2.62,8.19,10.65,0.95,4.04,9.48,3.47,15.46,14.47,16.3,35.95,3.73,35.88,13.51,2.82,21.08,10.48,3.9534,4.0664,3.9505,4.0443,4.8733,4.9776,4.8669,4.9689,64.04
4/6/2018,1147.38,17.04,27.2,2.6,8.26,10.49,0.92,3.98,9.29,3.43,14.28,14.32,15.35,35.5,3.61,36.08,13.62,2.69,20.81,10.65,4.0428,4.194,4.035,4.0966,4.9679,5.1942,4.9563,5.0523,64.39
4/13/2018,1096.04,16.35,26.72,2.41,7.86,9.95,0.85,3.95,8.89,3.19,13.28,14.03,14.92,35.2,3.66,35.66,13.12,2.51,19.67,10.83,4.0967,4.127,4.0051,4.0764,5.0525,5.1178,4.9583,5.0087,63.89
4/20/2018,1109.32,17.04,26.66,2.48,7.9,10.3,0.85,4.25,9.42,3.22,13.33,13.88,16.07,35.12,3.66,35.14,13.17,2.64,19.35,11.4,4.0764,4.1147,4.0338,4.0423,5.0088,5.0296,4.884,4.9073,63.87
4/27/2018,1076.14,16.88,26,2.46,7.56,10.1,0.84,4.49,8.84,3.07,13.4,13.5,16.31,35.55,3.38,36.34,12.7,2.45,19.51,10.64,4.0438,4.2903,4.0302,4.2308,4.908,5.1334,4.8766,5.0629,63.8
5/4/2018,1025.99,16.47,25.52,2.29,7.15,10,0.8,4.34,7.15,3.1,12.28,12.74,15.4,34.1,2.67,35.5,12.31,2.13,19.24,10.51,4.2311,4.3746,4.2207,4.3137,5.0605,5.1795,5.0366,5.1496,64.19
5/11/2018,1018.52,16.01,25.7,2.04,7.33,9.97,0.75,4.14,6.62,2.67,11.59,11.65,13.82,34.67,2.42,36.14,11.63,1.78,19.44,10.72,4.3109,4.5054,4.2935,4.4909,5.15,5.3246,5.1279,5.2878,64.36
5/18/2018,1024.1,15.92,25.46,2.02,7.31,9.93,0.75,4.12,6.65,2.62,12,11.57,13,35.55,2.37,36.66,11.54,1.58,18.81,11.48,4.4951,4.9282,4.4923,4.704,5.288,5.7686,5.2838,5.4809,64.62
5/25/2018,1032,16.19,25.3,1.94,7.39,9.79,0.72,4.01,6.67,2.43,11.8,11.53,12.25,35.4,2.31,36.74,11.42,1.36,17.25,11.94,4.7147,4.7182,4.4481,4.6522,5.4858,5.521,5.178,5.4259,64.44
6/1/2018,991.71,15.49,23.76,1.9,6.61,9.4,0.71,3.94,6.65,2.4,11.8,11.4,12.28,34.2,2.24,35.28,11.21,1.43,17.49,11.29,4.6337,4.6793,4.4566,4.468,5.4216,5.4706,5.2546,5.2604,63.49
6/8/2018,958.76,13.93,24.24,1.82,6.37,8.85,0.7,3.69,6.39,2.32,10.67,10.71,10.95,33.3,2.14,35.12,10.88,1.32,16.52,10.32,4.4752,4.7602,4.4625,4.7278,5.2615,5.5342,5.2542,5.4913,63.93
6/15/2018,945.41,13.6,23.58,1.74,6.22,9,0.67,3.8,6.28,2.31,10.25,10.61,10.46,34.45,2.04,34.76,10.72,1.18,16.65,10.58,4.7299,4.7759,4.6601,4.681,5.4905,5.524,5.4277,5.4542,63.83
6/22/2018,958.52,13.75,24,2.11,6.32,8.95,0.71,4,6.45,2.41,10.57,11.1,11.5,34.12,2.29,33.2,10.48,1.21,17.06,10.52,4.6725,4.7234,4.5369,4.5862,5.4564,5.5176,5.2854,5.3613,62.79
